ubicageo_f,rnspni1,nombre1,tinfre1,tinfre2,tinfre3,tinfre4,tinfre5,tinfre6,tinfre7,tinfre8,tinfre9,tinfre10,tinfre11,tinfre12,tinfre13,tinfre14,tinfre15,tinfre16,anios_a,periactu_b,siregadm_b,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
30039,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30040,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30041,1,REGISTRO DE INGRESOS,1,1,1,,1,,1,1,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
30042,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,2,,,1,,,,,,,,,,
30043,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,,,,,,,2022,5,4,,,,,1,,,,,,,,
30044,1,INTEGRACION DEL INFORME POLICIAL,1,1,1,1,1,1,1,1,1,1,,,,1,,,2022,1,3,,,1,,,,,,,,,,
30045,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30046,1,FORMATO DE INGRESOS Y EGRESOS,1,1,,,1,,,1,,,,,,1,,,2022,1,1,,,,,1,,,,,,,,
30047,1,FICHAS DE INGRESO,1,1,,,1,,,1,,,,,,,,,2022,2,1,,,,,,,,,,,,1,
30048,1,REGISTRO DE DETENCIONES,1,1,1,1,1,,1,1,,,,,,,,,2022,5,4,,,,,1,,,,,,,,
30049,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30050,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30051,1,FORMATO DE DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2021,2,1,1,,,,,,,,,,,,
30052,1,BITACORA DE DETENIDOS,1,1,1,1,1,,,1,1,,1,,,1,,,2022,3,1,,,,,1,,,,,,,,
30053,1,LIBRO DE DETENIDOS,1,1,1,1,1,,1,1,1,1,1,1,,,,,2022,1,1,,,1,,,,,1,,,,,
30054,1,INFORME POLICIAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,3,1,,,,,1,,,1,,,,,
30055,1,ARCHIVO DE DETENCIONES,1,1,,,1,,1,1,,,1,,,,,,2022,1,1,,,,,1,,,,,,,,
30056,1,BITACORA DIARIA,1,,,,,,1,,1,,1,,,,,,2022,1,1,,,,,1,,,,,,,,
30057,1,BITACORA DE DETENCIONES,1,1,,,1,1,1,1,1,1,1,1,,1,,,2022,5,3,,,,,,,,1,,,,,
30058,1,CEDULAS DE INGRESO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,2,,,,1,,,,,,,,,
30059,1,PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2022,5,3,,,,,1,,,,,,,,
30060,1,BITACORA DE ARRESTOS,1,1,1,,1,,,,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
30061,1,FICHA DE INGRESO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,5,3,,,,,1,,,,,,,,
30062,1,FICHAS DE INGRESO,1,1,1,1,,,,1,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
30063,1,BITACORA REGISTRO DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,,1,,1,,,2022,1,1,,,,,1,,,,,,,,
30064,1,DETENCIONES,1,1,1,1,1,1,1,1,1,,,,,,,,2022,1,5,,,1,,,,,,,,,,
30065,1,INFORME DE DETENCIONES,1,1,,,1,,1,1,1,,,,,,,,2022,1,3,,,,,,,,1,,,,,
30066,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30067,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30068,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30069,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,9,,,,,,,,,,,,,1
30070,1,BITACORA DE CONTROL,1,,,,,,,,,,,,,,,,2022,5,4,,,,,1,,,,,,,,
30071,1,REGISTRO DE DETENIDOS,1,1,,1,1,1,1,1,1,1,1,,,,,,2022,1,2,,,,,1,,,,,,,,
30072,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30073,1,BITACORA DE DETENIDOS,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2020,2,1,,,,,,,,,,,,,1
30074,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30075,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30076,1,CADENA DE DETENCIONES,1,1,1,1,1,1,1,1,,1,,,1,,,,2022,1,1,,,,1,,,,,,,,,
30077,1,REGISTRO DE DETENIDOS,1,1,1,1,,1,1,1,1,,1,1,1,,,,2022,2,2,,,,,1,,,,,,,,
30078,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30079,1,INFORME POLICIAL HOMOLOGADO,1,1,,1,1,1,1,1,,,,,,1,,,2022,1,5,,,,,1,,,,,,,,
30080,1,FICHAS DE INGRESO,1,1,,1,1,,1,1,1,,1,1,,1,,,2022,12,1,,,,,,,,1,,,,,
30081,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30082,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30083,1,HOJA DE ENTRADA,1,1,1,1,1,,1,1,,,,,,,,,2022,2,4,,,,,1,,,,,,1,,
30084,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30085,1,FICHA DE INGRESO,1,1,1,1,1,1,1,1,,,,,,,,,2022,1,1,1,1,1,1,1,,1,,,,,,
30086,1,DETENIDOS,1,,1,1,1,1,1,1,1,,1,,,,,,2014,1,1,,,,,,,,,,,,1,
30087,1,PLATAFORMA XALAPA,1,1,1,1,1,1,1,1,1,1,,,,,,,2022,2,5,,,,,1,,,1,,,,,
30088,1,HOJA DE INTERVENCION,1,1,,,,,1,1,1,,1,,,,,,2021,1,1,1,,,,,,,,,,,,
30089,1,PARTE DE NOVEDADES,1,1,1,,1,,1,1,,1,,1,,,,,2022,5,4,,,,,,1,,,,,,,
30090,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30091,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30092,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30093,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30094,1,PARTE DE NOVEDADES,1,1,,1,1,1,1,1,1,1,,,,,,,2021,2,9,,,,,,,,1,,,,,
30095,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,3,1,,,,,1,,,1,,1,,,
30096,1,REGISTRO DETENIDOS,1,1,,,,,1,1,,1,1,1,1,,,,2022,1,4,,,,,,,,,,,,1,
30097,1,FICHA DE INGRESO,,,,,,,,,,,,,,,,1,2022,3,4,1,,,,1,,,1,,,,,
30098,1,FICHAS DE INGRESO,1,1,,1,1,1,1,,,,,,,,,,2022,1,1,,,,,1,,,,,,,,
30099,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30100,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30101,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30102,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30104,1,FALYAS ADMINISTRATIVAS,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,2022,5,3,1,,,,,,,,,,,,
30105,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30106,1,DETENCIONES,1,1,1,,1,1,1,1,1,1,1,1,,1,,,2022,10,3,,,,,,,,,,,,1,
30107,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30108,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30110,1,FICHAS DE INGRESO,,,,,,,1,,,,,,,,,,2022,4,1,,,,,,,,,,,,,1
30111,1,BITACORAS DE ENTRADAS,1,1,1,,1,,1,1,1,1,1,1,1,1,,,2022,1,1,,,,,1,,,1,,1,,,
30112,1,LISTA DE DETENIDOS,1,,1,,,,,,,,,,,,,,2022,3,4,,,,,1,,,,,,,,
30113,1,FICHA DE INGRESOS DE DETENIDOS POR FALTAS ADMINISTRATIVAS DEL AÑO 2022,1,1,1,,1,1,,1,,,,,,,,,2022,1,1,,,,,,,,,,,,,1
30114,1,CARPETA DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,5,5,,,,,1,,,,,,,,
30115,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30116,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30117,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30118,1,FICHA DE INGRESO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,1,,,,,,1,,,,,,,
30119,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30120,1,CONTROL DE DETENCION,1,1,,,1,,,1,,1,,1,,1,,,2022,1,1,,,,,,,,1,,,,,
30121,1,BITACORA DE INTERVENIDOS,1,1,,,1,,1,1,1,1,,1,,1,1,,2022,3,4,,,,,,,,1,,,,,
30122,1,LIBRO DE GOBIERNO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,4,1,,1,,1,,,,,,,,
30123,1,BARANDILLA,1,1,1,1,1,,1,1,1,1,1,1,,,1,,2022,1,9,1,,,,,,,,1,,,,
30124,1,ARCHIVO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,11,1,,,,,,,,,,,,1,
30125,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30126,1,ASEGURAMIENTOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,4,,,,,,,,,,,,1,
30127,1,HOJA DE INGRESO,1,1,1,1,1,,1,1,1,1,1,1,,,,,2022,1,1,,,,,1,,,,,,,,
30128,1,BASE DE DATOS DE DETENIDOS,1,1,1,1,,,1,1,,,,,,1,,,2021,2,2,,,,,,,,,,,,1,
30129,1,BITACORA DE SEGURIDAD PUBLICA,1,1,,1,1,,1,1,1,1,1,1,,,,,2022,3,3,,,,,1,,,,,,,,
30130,1,HOJAS DE INGRESO,1,1,1,1,1,1,1,,1,1,1,1,,1,,,2022,1,1,,,1,,,,,,,,,,
30131,1,BITACORA DE INTERVENIDOS,1,1,,1,1,1,1,1,1,,1,,,1,,,2020,2,4,,,,,,,,1,,,,,
30132,1,CONTROL DE DETENIDOS,1,1,,,1,,,1,,,,,,,,,2022,5,5,,,,,1,,,,,,,,
30133,1,BITACORA DE DETENIDOS,1,1,,1,1,,,1,,,,,,1,,,2005,2,1,,,,,,,,,,,,1,
30134,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30135,1,FICHA DE INGRESO,1,1,1,1,1,1,1,1,,,,,,,,,2022,1,1,,,1,,,1,,,,,,,
30136,1,HOJA DE INGRESO,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,2022,1,1,,,,,,,,,,,,1,
30137,1,ACTA DE DETENCION,1,1,,,1,,,1,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
30138,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30139,1,ARCHIVO DETENIDOS,,,,,,,1,,,,,,,,,,2022,3,2,,,,,1,,,,,,,,
30140,1,FORMATO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,2,,,,,,,,,,,,1,
30141,1,BITACORA,1,1,,,1,,,,,,,,1,1,,,2022,9,3,,,,,,,,,,,,1,
30142,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30143,1,BITACORA DE DETENCIONES,1,1,,1,1,,1,1,1,1,1,1,,,,,2022,1,9,,,,,,,,,,,1,,
30144,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30145,1,FICHAS DE DETENIDOS,1,1,,1,,,1,1,1,,1,,,,,,2022,1,4,,,,,1,,,,,,,,
30146,1,REGISTRO DE FALTAS ADMINISTRATIVAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,3,3,,,,,1,,,,,,,,
30147,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30148,1,REGISTRO DE DETENCION,1,1,,,,1,1,1,,,1,,1,,,,2022,1,1,,,,,,,,,,,,1,
30149,1,LISTADO DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,2022,5,3,1,,,,,,,,,,,,
30150,1,BITACORA DE REGISTRO,1,1,,,1,,1,1,,1,,,,,1,,2022,1,1,,,,,,,,,,,,1,
30151,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,1,,,,,,,,,,,,1,
30152,1,BITACORA,1,,,,,,,,,,,,,,,,2018,1,1,1,,,,,,,,,,,,
30153,1,PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,1,1,,,,1,,1,,,1,,,
30154,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30155,1,REGISTRO DE PERSONAS DETENIDAS,1,,1,,1,1,1,1,1,,1,,,1,,,2022,1,4,,,,,,,,1,,,,,
30156,1,CARPETA FICHAS DE INTERVENCION,1,1,,,1,,1,1,,,,,,1,,,2022,10,3,,,,,,,,,,,,1,
30157,1,ARCHIVO DE CONTROL DE DETENCIONES,1,1,1,,1,,1,1,1,1,1,1,1,1,,,2022,1,1,,,,,,1,,1,,,,,
30158,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30159,1,REGISTROS DE PERSONAS DETENIDAS,1,,,,,,1,,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
30160,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2022,2,5,,,,,,,,,,,1,,
30161,1,BITACORA DE PERSONAS INTERVENIDAS,1,,,,,,1,,,,,,,1,,,2017,1,1,,,,,,,,,,,,1,
30162,1,REGISTRO DE ARRESTOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,5,1,1,1,,,1,1,1,1,1,,,,
30163,1,BITACORA,1,1,,1,1,,1,1,,,,,,,,,2022,1,1,,,1,,,,,,,,,,
30164,1,ARCHIVO,1,1,,,1,,1,1,,,,,,,,,2022,1,1,,,,,,,,,,,,1,
30165,1,FICHAS DE REGISTRO DE DETENIDOS,1,1,1,1,1,,1,1,1,,1,,,,,,2022,5,2,,,,,1,,,1,,1,,,
30166,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,1,,,,,,,,,,,1,,
30167,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,1,,,,,,,,,,,,1,
30168,1,REGISTRO DE DETENIDOS,1,1,1,,1,,1,1,1,1,1,,,1,,,2022,1,3,,,,,1,,,,,,,,
30169,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30170,1,BITACORA DE REGISTRO DE DETENCION,1,1,1,1,1,,,1,,,,1,,,,,2021,1,1,,,,,,,,1,,,1,,
30171,1,LIBRO DE REGISTRO,1,1,1,,,1,1,1,1,,,1,,1,,,2022,3,3,,,,,1,,,,,,,,
30172,1,BITACORA,1,1,,,1,1,1,1,1,1,,1,,,,,2022,2,9,,,,,,,,,,,,1,
30173,1,ESTADISTICAS DELICTIVAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,3,3,,,,,1,,,,,,,,
30174,1,BITACORA DE INGRESOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,4,,,,,1,,,,,,,,
30175,1,INGRESO A BARANDILLA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2020,2,1,,,,,,,,,,,,1,
30176,1,FICHAS DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,2022,2,3,,,,,1,,,1,,,,,
30177,1,BITACORA A PAPEL,1,1,1,1,1,,,,,,,,,,,,2022,1,1,,,,,1,,,,,,,,
30178,1,FICHA Y LIBRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,,,1,,,2022,10,1,,,,,,,,,,,1,,
30179,1,ESTADISTICA DELICTIVA,,,,,1,,,1,,,,,,,1,,2022,3,1,,,,,1,,,,,,,,
30180,1,IPH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,9,9,1,,,,,,,,,,,,
30181,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30182,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
30183,1,TARJETA INFORMATIVA,1,1,,,1,,1,,,1,1,1,,,,,2018,1,2,,,,,,,,1,1,1,,,
30184,1,BITACORA,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,2022,5,1,1,,,,,,,,,,,,
30185,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30186,1,INTEGRACION DE FICHAS DE DETENIDOS BASE DE DATOS DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2022,1,5,,,,,,,,,,,,1,
30187,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30188,1,REGISTRO DE INGRESOS,1,1,,,1,,1,1,,,,,,,,,2022,2,4,,,1,,,,,,,,,,
30189,1,LIBRO DE REGISTRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,NSS,2,2,,,,,,,,,,,,1,
30190,1,BITACORA DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2010,3,1,,,,,1,,,1,,,,,
30191,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30192,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,1,,,1,,,,,,,,,,
30193,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30194,1,CARPETA DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2022,1,1,,,,,,,,,,,,1,
30195,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30196,1,FICHAS DE DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,2,,,,,,,,,,,,1,
30197,1,HOJAS DE INGRESO,1,1,1,1,1,,1,1,1,,,1,,1,,,2022,1,1,,,1,,,,,,,,,,
30198,1,CONTROL DE DETENIDOS,1,1,1,1,1,1,1,1,,,,,,,,,2021,1,1,1,,,,,,,,,,,,
30199,1,REGISTRO DE INGRESOS DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,4,,,,,,,,,,,,1,
30200,1,CONTROL DE PERSONAS DETENIDAS,1,1,,1,1,,1,1,1,1,1,1,1,1,,,2022,5,3,,,,,,,,,,,,1,
30201,1,BASE PREVENTIVA,1,1,1,1,1,,1,1,1,1,1,1,,1,,,2022,2,4,,,,,1,,,1,,,,,
30202,1,REGISTRO DE DETENCIONES ADMINISTRATIVAS,1,1,1,1,1,1,1,1,,,,,,,,,2022,7,2,,,,,,,,1,,,,,
30203,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,1,1,,1,,,,,1,,,,,
30204,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30205,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30206,1,IPH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,5,,,,,1,,,,,,,,
